Lugar de condena;Edad;Sexo;Periodo;Total
17 Rioja, La;16 años;Total;2015;27
17 Rioja, La;16 años;Total;2014;38
17 Rioja, La;16 años;Total;2013;35
17 Rioja, La;16 años;Hombres;2021;23
17 Rioja, La;16 años;Hombres;2020;13
17 Rioja, La;16 años;Hombres;2019;19
17 Rioja, La;16 años;Hombres;2018;17
17 Rioja, La;16 años;Hombres;2017;25
17 Rioja, La;16 años;Hombres;2016;17
17 Rioja, La;16 años;Hombres;2015;20
17 Rioja, La;16 años;Hombres;2014;31
17 Rioja, La;16 años;Hombres;2013;23
17 Rioja, La;16 años;Mujeres;2021;5
17 Rioja, La;16 años;Mujeres;2020;5
17 Rioja, La;16 años;Mujeres;2019;5
17 Rioja, La;16 años;Mujeres;2018;6
17 Rioja, La;16 años;Mujeres;2017;9
17 Rioja, La;16 años;Mujeres;2016;5
17 Rioja, La;16 años;Mujeres;2015;7
17 Rioja, La;16 años;Mujeres;2014;7
17 Rioja, La;16 años;Mujeres;2013;12
17 Rioja, La;17 años;Total;2021;23
17 Rioja, La;17 años;Total;2020;22
17 Rioja, La;17 años;Total;2019;43
17 Rioja, La;17 años;Total;2018;30
17 Rioja, La;17 años;Total;2017;33
17 Rioja, La;17 años;Total;2016;31
17 Rioja, La;17 años;Total;2015;31
17 Rioja, La;17 años;Total;2014;36
17 Rioja, La;17 años;Total;2013;46
17 Rioja, La;17 años;Hombres;2021;14
17 Rioja, La;17 años;Hombres;2020;17
17 Rioja, La;17 años;Hombres;2019;35
17 Rioja, La;17 años;Hombres;2018;27
17 Rioja, La;17 años;Hombres;2017;22
17 Rioja, La;17 años;Hombres;2016;23
17 Rioja, La;17 años;Hombres;2015;23
17 Rioja, La;17 años;Hombres;2014;31
17 Rioja, La;17 años;Hombres;2013;34
17 Rioja, La;17 años;Mujeres;2021;9
17 Rioja, La;17 años;Mujeres;2020;5
17 Rioja, La;17 años;Mujeres;2019;8
17 Rioja, La;17 años;Mujeres;2018;3
17 Rioja, La;17 años;Mujeres;2017;11
17 Rioja, La;17 años;Mujeres;2016;8
17 Rioja, La;17 años;Mujeres;2015;8
17 Rioja, La;17 años;Mujeres;2014;5
17 Rioja, La;17 años;Mujeres;2013;12
18 Ceuta;Total;Total;2021;194
18 Ceuta;Total;Total;2020;132
18 Ceuta;Total;Total;2019;170
18 Ceuta;Total;Total;2018;163
18 Ceuta;Total;Total;2017;154
18 Ceuta;Total;Total;2016;164
18 Ceuta;Total;Total;2015;148
18 Ceuta;Total;Total;2014;132
18 Ceuta;Total;Total;2013;152
18 Ceuta;Total;Hombres;2021;172
18 Ceuta;Total;Hombres;2020;116
18 Ceuta;Total;Hombres;2019;141
18 Ceuta;Total;Hombres;2018;141
18 Ceuta;Total;Hombres;2017;135
18 Ceuta;Total;Hombres;2016;139
18 Ceuta;Total;Hombres;2015;132
18 Ceuta;Total;Hombres;2014;126
18 Ceuta;Total;Hombres;2013;137
18 Ceuta;Total;Mujeres;2021;22
18 Ceuta;Total;Mujeres;2020;16
18 Ceuta;Total;Mujeres;2019;29
18 Ceuta;Total;Mujeres;2018;22
18 Ceuta;Total;Mujeres;2017;19
18 Ceuta;Total;Mujeres;2016;25
18 Ceuta;Total;Mujeres;2015;16
18 Ceuta;Total;Mujeres;2014;6
18 Ceuta;Total;Mujeres;2013;15
18 Ceuta;14 años;Total;2021;22
18 Ceuta;14 años;Total;2020;14
18 Ceuta;14 años;Total;2019;25
18 Ceuta;14 años;Total;2018;13
18 Ceuta;14 años;Total;2017;23
18 Ceuta;14 años;Total;2016;22
18 Ceuta;14 años;Total;2015;19
18 Ceuta;14 años;Total;2014;15
18 Ceuta;14 años;Total;2013;14
18 Ceuta;14 años;Hombres;2021;18
18 Ceuta;14 años;Hombres;2020;12
18 Ceuta;14 años;Hombres;2019;21
18 Ceuta;14 años;Hombres;2018;10
18 Ceuta;14 años;Hombres;2017;21
18 Ceuta;14 años;Hombres;2016;17
18 Ceuta;14 años;Hombres;2015;15
18 Ceuta;14 años;Hombres;2014;14
18 Ceuta;14 años;Hombres;2013;12
18 Ceuta;14 años;Mujeres;2021;4
18 Ceuta;14 años;Mujeres;2020;2
18 Ceuta;14 años;Mujeres;2019;4
18 Ceuta;14 años;Mujeres;2018;3
18 Ceuta;14 años;Mujeres;2017;2
18 Ceuta;14 años;Mujeres;2016;5
18 Ceuta;14 años;Mujeres;2015;4
18 Ceuta;14 años;Mujeres;2014;1
18 Ceuta;14 años;Mujeres;2013;2
18 Ceuta;15 años;Total;2021;36
18 Ceuta;15 años;Total;2020;32
18 Ceuta;15 años;Total;2019;29
18 Ceuta;15 años;Total;2018;29
18 Ceuta;15 años;Total;2017;36
18 Ceuta;15 años;Total;2016;36
18 Ceuta;15 años;Total;2015;37
18 Ceuta;15 años;Total;2014;29
18 Ceuta;15 años;Total;2013;34
18 Ceuta;15 años;Hombres;2021;32
18 Ceuta;15 años;Hombres;2020;27
18 Ceuta;15 años;Hombres;2019;18
18 Ceuta;15 años;Hombres;2018;26
18 Ceuta;15 años;Hombres;2017;29
18 Ceuta;15 años;Hombres;2016;29
18 Ceuta;15 años;Hombres;2015;32
18 Ceuta;15 años;Hombres;2014;27
18 Ceuta;15 años;Hombres;2013;31
18 Ceuta;15 años;Mujeres;2021;4
18 Ceuta;15 años;Mujeres;2020;5
18 Ceuta;15 años;Mujeres;2019;11
18 Ceuta;15 años;Mujeres;2018;3
18 Ceuta;15 años;Mujeres;2017;7
18 Ceuta;15 años;Mujeres;2016;7
18 Ceuta;15 años;Mujeres;2015;5
18 Ceuta;15 años;Mujeres;2014;2
18 Ceuta;15 años;Mujeres;2013;3
18 Ceuta;16 años;Total;2021;46
18 Ceuta;16 años;Total;2020;38
18 Ceuta;16 años;Total;2019;52
18 Ceuta;16 años;Total;2018;56
18 Ceuta;16 años;Total;2017;50
18 Ceuta;16 años;Total;2016;45
18 Ceuta;16 años;Total;2015;46
18 Ceuta;16 años;Total;2014;50
18 Ceuta;16 años;Total;2013;43
18 Ceuta;16 años;Hombres;2021;41
18 Ceuta;16 años;Hombres;2020;32
18 Ceuta;16 años;Hombres;2019;45
18 Ceuta;16 años;Hombres;2018;50
18 Ceuta;16 años;Hombres;2017;42
18 Ceuta;16 años;Hombres;2016;44
18 Ceuta;16 años;Hombres;2015;42
18 Ceuta;16 años;Hombres;2014;48
18 Ceuta;16 años;Hombres;2013;38
18 Ceuta;16 años;Mujeres;2021;5
18 Ceuta;16 años;Mujeres;2020;6
18 Ceuta;16 años;Mujeres;2019;7
18 Ceuta;16 años;Mujeres;2018;6
18 Ceuta;16 años;Mujeres;2017;8
18 Ceuta;16 años;Mujeres;2016;1
18 Ceuta;16 años;Mujeres;2015;4
18 Ceuta;16 años;Mujeres;2014;2
18 Ceuta;16 años;Mujeres;2013;5
18 Ceuta;17 años;Total;2021;90
18 Ceuta;17 años;Total;2020;48
18 Ceuta;17 años;Total;2019;64
18 Ceuta;17 años;Total;2018;65
18 Ceuta;17 años;Total;2017;45
18 Ceuta;17 años;Total;2016;61
18 Ceuta;17 años;Total;2015;46
18 Ceuta;17 años;Total;2014;38
18 Ceuta;17 años;Total;2013;61
18 Ceuta;17 años;Hombres;2021;81
18 Ceuta;17 años;Hombres;2020;45
18 Ceuta;17 años;Hombres;2019;57
18 Ceuta;17 años;Hombres;2018;55
18 Ceuta;17 años;Hombres;2017;43
18 Ceuta;17 años;Hombres;2016;49
18 Ceuta;17 años;Hombres;2015;43
18 Ceuta;17 años;Hombres;2014;37
18 Ceuta;17 años;Hombres;2013;56
18 Ceuta;17 años;Mujeres;2021;9
18 Ceuta;17 años;Mujeres;2020;3
18 Ceuta;17 años;Mujeres;2019;7
18 Ceuta;17 años;Mujeres;2018;10
18 Ceuta;17 años;Mujeres;2017;2
18 Ceuta;17 años;Mujeres;2016;12
18 Ceuta;17 años;Mujeres;2015;3
18 Ceuta;17 años;Mujeres;2014;1
18 Ceuta;17 años;Mujeres;2013;5
19 Melilla;Total;Total;2021;127
19 Melilla;Total;Total;2020;21
19 Melilla;Total;Total;2019;73
19 Melilla;Total;Total;2018;47
19 Melilla;Total;Total;2017;89
19 Melilla;Total;Total;2016;35
19 Melilla;Total;Total;2015;88
19 Melilla;Total;Total;2014;79
19 Melilla;Total;Total;2013;86
19 Melilla;Total;Hombres;2021;117
19 Melilla;Total;Hombres;2020;19
19 Melilla;Total;Hombres;2019;65
19 Melilla;Total;Hombres;2018;39
19 Melilla;Total;Hombres;2017;82
19 Melilla;Total;Hombres;2016;31
19 Melilla;Total;Hombres;2015;75
19 Melilla;Total;Hombres;2014;72
19 Melilla;Total;Hombres;2013;75
19 Melilla;Total;Mujeres;2021;10
19 Melilla;Total;Mujeres;2020;2
19 Melilla;Total;Mujeres;2019;8
19 Melilla;Total;Mujeres;2018;8
19 Melilla;Total;Mujeres;2017;7
19 Melilla;Total;Mujeres;2016;4
19 Melilla;Total;Mujeres;2015;13
19 Melilla;Total;Mujeres;2014;7
19 Melilla;Total;Mujeres;2013;11
19 Melilla;14 años;Total;2021;7
19 Melilla;14 años;Total;2020;2
19 Melilla;14 años;Total;2019;13
19 Melilla;14 años;Total;2018;8
19 Melilla;14 años;Total;2017;17
19 Melilla;14 años;Total;2016;3
19 Melilla;14 años;Total;2015;10
19 Melilla;14 años;Total;2014;9
19 Melilla;14 años;Total;2013;8
19 Melilla;14 años;Hombres;2021;6
19 Melilla;14 años;Hombres;2020;2
19 Melilla;14 años;Hombres;2019;10
19 Melilla;14 años;Hombres;2018;7
19 Melilla;14 años;Hombres;2017;16
19 Melilla;14 años;Hombres;2016;3
19 Melilla;14 años;Hombres;2015;9
19 Melilla;14 años;Hombres;2014;6
19 Melilla;14 años;Hombres;2013;5
19 Melilla;14 años;Mujeres;2021;1
19 Melilla;14 años;Mujeres;2020;0
19 Melilla;14 años;Mujeres;2019;3
19 Melilla;14 años;Mujeres;2018;1
19 Melilla;14 años;Mujeres;2017;1
19 Melilla;14 años;Mujeres;2016;0
19 Melilla;14 años;Mujeres;2015;1
19 Melilla;14 años;Mujeres;2014;3
19 Melilla;14 años;Mujeres;2013;3
19 Melilla;15 años;Total;2021;15
19 Melilla;15 años;Total;2020;2
19 Melilla;15 años;Total;2019;11
19 Melilla;15 años;Total;2018;11
19 Melilla;15 años;Total;2017;21
19 Melilla;15 años;Total;2016;9
19 Melilla;15 años;Total;2015;14
19 Melilla;15 años;Total;2014;17
19 Melilla;15 años;Total;2013;24
19 Melilla;15 años;Hombres;2021;13
19 Melilla;15 años;Hombres;2020;2
19 Melilla;15 años;Hombres;2019;10
19 Melilla;15 años;Hombres;2018;8
19 Melilla;15 años;Hombres;2017;18
19 Melilla;15 años;Hombres;2016;8
19 Melilla;15 años;Hombres;2015;10
19 Melilla;15 años;Hombres;2014;16
19 Melilla;15 años;Hombres;2013;23
19 Melilla;15 años;Mujeres;2021;2
19 Melilla;15 años;Mujeres;2020;0
19 Melilla;15 años;Mujeres;2019;1
19 Melilla;15 años;Mujeres;2018;3
19 Melilla;15 años;Mujeres;2017;3
19 Melilla;15 años;Mujeres;2016;1
19 Melilla;15 años;Mujeres;2015;4
19 Melilla;15 años;Mujeres;2014;1
19 Melilla;15 años;Mujeres;2013;1
19 Melilla;16 años;Total;2021;45
19 Melilla;16 años;Total;2020;8
19 Melilla;16 años;Total;2019;25
19 Melilla;16 años;Total;2018;16
19 Melilla;16 años;Total;2017;23
19 Melilla;16 años;Total;2016;11
19 Melilla;16 años;Total;2015;36
19 Melilla;16 años;Total;2014;26
19 Melilla;16 años;Total;2013;27
19 Melilla;16 años;Hombres;2021;42
19 Melilla;16 años;Hombres;2020;6
19 Melilla;16 años;Hombres;2019;21
19 Melilla;16 años;Hombres;2018;14
19 Melilla;16 años;Hombres;2017;22
19 Melilla;16 años;Hombres;2016;10
19 Melilla;16 años;Hombres;2015;31
19 Melilla;16 años;Hombres;2014;25
19 Melilla;16 años;Hombres;2013;23
19 Melilla;16 años;Mujeres;2021;3
19 Melilla;16 años;Mujeres;2020;2
19 Melilla;16 años;Mujeres;2019;4
19 Melilla;16 años;Mujeres;2018;2
19 Melilla;16 años;Mujeres;2017;1
19 Melilla;16 años;Mujeres;2016;1
19 Melilla;16 años;Mujeres;2015;5
19 Melilla;16 años;Mujeres;2014;1
19 Melilla;16 años;Mujeres;2013;4
19 Melilla;17 años;Total;2021;60
19 Melilla;17 años;Total;2020;9
19 Melilla;17 años;Total;2019;24
19 Melilla;17 años;Total;2018;12
19 Melilla;17 años;Total;2017;28
19 Melilla;17 años;Total;2016;12
19 Melilla;17 años;Total;2015;28
19 Melilla;17 años;Total;2014;27
19 Melilla;17 años;Total;2013;27
19 Melilla;17 años;Hombres;2021;56
19 Melilla;17 años;Hombres;2020;9
19 Melilla;17 años;Hombres;2019;24
19 Melilla;17 años;Hombres;2018;10
19 Melilla;17 años;Hombres;2017;26
19 Melilla;17 años;Hombres;2016;10
19 Melilla;17 años;Hombres;2015;25
19 Melilla;17 años;Hombres;2014;25
19 Melilla;17 años;Hombres;2013;24
19 Melilla;17 años;Mujeres;2021;4
19 Melilla;17 años;Mujeres;2020;0
19 Melilla;17 años;Mujeres;2019;0
19 Melilla;17 años;Mujeres;2018;2
19 Melilla;17 años;Mujeres;2017;2
19 Melilla;17 años;Mujeres;2016;2
19 Melilla;17 años;Mujeres;2015;3
19 Melilla;17 años;Mujeres;2014;2
19 Melilla;17 años;Mujeres;2013;3
